Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Bison,observed animal,"three, young, domesticated",Less than 10,1,,0,,0,1875,summer,August,27,"Ludlow, Captain William E.",wilu,1875,First Hand,continental,,military personnel,Official,M,Bottler's Ranch,,"Capt. Ludlow, GB Grinnell",22,information gathering,33 animals,1875,August,9,1875,September,3,0,Ludlow 1876,31,"Ludlow, Captain William E.",1876,,,,,
Bison,observed animal,occasionally a band of mountain buffalo,30 to 100,1,,0,,0,1880,fall,,0,"Strahorn, Robert",rosh,"1878, 1879, 1880",Unknown,continental,"Did not visit in 1878, did visit in 1880",journalist,Non to Official,M,YNP,,"Robert & Carrie Strahorn, Marshall",,travel writers,late trip,1880,,0,1880,,0,0,Strahorn 1881,32,"Strahorn, Robert",1881,,,,,
Bison,observed animal,in abundance,More than 500,1,,0,,0,1838,spring,,0,"Newell, Robert",rone,"1837, 1838, 1839, 1840",First Hand,continental,,trapper,Non to Official,M,Along Yellowstone River between Bighorn and Shields Rivers,,"Robert Newell, Meek",,,,1838,March,29,1839,November,9,0,Newell 1959,36,Newell,1959,,,,,
Bison,observed animal,mountain bison,Less than 10,1,,0,,0,1867,summer,August,0,"Dunlevy, Dr. James",jadu,1867,Second Hand,regional,,scientist,Non to Official,M,Yellowstone Valley,,Dr. James Dunlevy,,,,1867,August,0,1867,August,0,0,Haines 1974,36,"Haines, Aubrey",1974,,,,,
Bison,observed animal,scarce,Less than 10,1,,0,,0,1839,winter,January,26,"Newell, Robert",rone,"1837, 1838, 1839, 1840",First Hand,continental,,trapper,Non to Official,M,camp on Green River,,"Robert Newell, Meek",,,,1838,March,29,1839,November,9,0,Newell 1959,38,Newell,1959,,,,,
Bison,observed animal,two hundred,100 to 500,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,"Crevice, Hellroaring & Slough Creeks",,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,38,"Norris, Philetus W.",1881,,,,,
Bison,observed animal,two hundred,100 to 500,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,Lamar & Soda Butte Valleys,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,38,"Norris, Philetus W.",1881,,,,,
Bison,observed animal,one hundred,30 to 100,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,"Hoodoo, Canyon, Pelican, Mirror Plateau",,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,38,"Norris, Philetus W.",1881,,,,,
Bison,observed animal,one hundred,30 to 100,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,Lamar & Pelican Valleys,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,38,"Norris, Philetus W.",1881,,,,,
Bison,observed animal,three hundred,100 to 500,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,Madison Plateau & Little Madison,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,38,"Norris, Philetus W.",1881,,,,,
Bison,observed animal,three hundred,100 to 500,1,,0,,0,1880,,,0,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,Pacific side of Continental Divide,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1881a,38,"Norris, Philetus W.",1881,,,,,
Bison,observed animal,"all around, large bands",100 to 500,1,,0,,0,1881,winter,January,5,"Marshall, George",gema,1881,First Hand,resident,,businessman,Non to Official,M,Lower Geyser Basin,,"Marshall, Sarah, Taylor",7,Marshall Hotel,,1881,January,0,1881,,0,0,Strahorn 1881,41,"Strahorn, Robert",1881,,,,,
Bison,observed animal,"four young calves, domesticated",Less than 10,1,,0,,0,1872,,,0,"Jackson, William Henry",whja,"1871, 1872, 1878",First Hand,continental,,artist,Official,M,"Major Pease's Ranch, on the Yellowstone",,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Jackson 1875,46,"Jackson, William Henry",1875,,,,,
Bison,observed animal,"four young calves, domesticated",Less than 10,1,,0,,0,1872,,,0,"Jackson, William Henry",whja,"1871, 1872, 1878",First Hand,continental,,artist,Official,M,"Major Pease's Ranch, on the Yellowstone",,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Jackson 1875,46,"Jackson, William Henry",1875,,,,,
Bison,observed animal,thousands,More than 500,1,,0,,0,1836,summer,September,2,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,continuing down the Yellowstone River,,"Osborne Russell, Bridger",,,,1836,July,0,1836,September,0,1,Russell 1955,47,Russell,1955,,,,,
Bison,observed animal,thousands,More than 500,1,,0,,0,1836,summer,,0,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,mouth of Clark's Fork,,"Osborne Russell, Bridger",,,,1836,July,0,1836,September,0,1,Russell 1955,50,Russell,1955,,,,,
Bison,observed animal,thousands,More than 500,1,,0,,0,1870,spring,June,21,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,Buffalo Plateau,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,50,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,,Less than 10,1,,0,,0,1870,spring,June,21,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,Buffalo Plateau,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,50,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,plenty,100 to 500,1,,0,,0,1870,spring,June,23,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,up East Fork (Slough Creek) to foot of mountain,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,50,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,,Less than 10,1,,0,,0,1870,spring,June,27,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,camped on Buffalo Creek,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,51,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,"bull, attacked camp",Less than 10,1,,0,,0,1870,spring,June,28,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,51,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,attacked train,Less than 10,1,,0,,0,1870,spring,June,29,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,Slough Creek drainage,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,51,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,thousands,More than 500,1,,0,,0,1870,summer,July,2,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,"headwaters of ""Middle Rosebud Creek""",,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,52,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,,Less than 10,1,,0,,0,1870,summer,July,17,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,few miles further downstream,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,53,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,some,30 to 100,1,,0,,0,1872,summer,September,30,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,near Pease's Ranch,north end of Paradise Valley just before Rock Canyon,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Peale 1872,53,"Peale, A.C.",1872,,,,,
Bison,observed animal,like a sea of brown grass,More than 500,1,,0,,0,1876,spring,,0,"Munn, Fred M.",frmu,"1876, 1877",First Hand,continental,,military personnel,Official,M,Yellowstone Valley downstream from present Big Timber,,Fred M. Munn,,"US Cavalry, Indian hostilities","Ft Ellis to Yellowstone Valley, down river",1876,May,0,1876,June,0,0,Munn 1956,53,"Munn, Fred M.",1956,,,,,
Bison,observed animal,very tame,Less than 10,1,,0,,0,1870,summer,July,22,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,south of Pilot to Index Peak,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,54,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,"ugly, allowed to run with cows",Less than 10,1,,0,,0,1872,fall,October,2,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,Pease's Ranch,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Peale 1872,54,"Peale, A.C.",1872,,,,,
Bison,observed animal,country filled with them,More than 500,1,,0,,1,1837,spring,April,10,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,mouth of Rock Creek,,"Osborne Russell, Allen, Conn, The Englishman",,,,1837,April,10,1837,October,13,1,Russell 1955,55,Russell,1955,,,,,
Bison,observed animal,,Less than 10,1,,0,,0,1870,summer,July,24,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,15 miles north of Great Falls of the Yellowstone,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,55,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,several,Less than 10,1,,0,,0,1870,summer,August,8,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,headwaters of Hellroaring Creek,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,57,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,abundant,More than 500,1,,0,,0,1837,spring,May,24,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,"on Popo Agie, south of present Lander, near ""Oil Spring""",,"Osborne Russell, Allen, Conn, The Englishman",,,,1837,April,10,1837,October,13,1,Russell 1955,58,Russell,1955,,,,,
Bison,observed animal,thousands,More than 500,1,,0,,0,1870,summer,August,9,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,head of Middle Boulder,,"A.B. Henderson, James A. Gourley, Adam ""Horn"" Miller",6,prospecting,,1870,June,0,1870,August,0,1,Henderson 1894,58,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,plenty,100 to 500,1,,0,,0,1871,spring,June,27,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,"traveled west, approaching head of Mill Creek",,A. Bart Henderson,,prospecting,northeast YNP,1871,March,0,1871,June,0,0,Henderson 1894,63,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,band,30 to 100,1,,0,,0,1872,spring,May,12,"Henderson, A. Bart",abhe,"1866, 1867, 1870, 1871, 1872, 1873",First Hand,resident,,prospector,Non to Official,M,between Bozeman and present Cooke City,,A Bart Henderson,,prospecting,Bozeman to Cooke City and back,1872,May,12,1872,August,31,0,Henderson 1894,65,"Henderson, A. Bart",1894,Journal of the Yellowstone Expedition of 1866 under Captain Jeff Standifer,"Also the diaries kept by Henderson during his prospecting journeys in the Snake, Wind River and Yellowstone Country during the years 1866 to 72","Coe Collection, Beinecke Library","Yale University, New Haven, CT",originally from Ms. No. 452
Bison,observed animal,country filled with bison,More than 500,1,,0,,0,1837,summer,September,19,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,foot of the mountains south of the Yellowstone River,,"Osborne Russell, Allen, Conn, The Englishman",,,,1837,April,10,1837,October,13,1,Russell 1955,68,Russell,1955,,,,,
Bison,observed animal,plain below us were crowded,More than 500,1,,0,,0,1837,summer,September,22,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,on the Rosebud,,"Osborne Russell, Allen, Conn, The Englishman",,,,1837,April,10,1837,October,13,1,Russell 1955,68,Russell,1955,,,,,
Bison,observed animal,crowds,30 to 100,1,,0,,0,1837,fall,October,13,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,travelled down Rock Creek,,"Osborne Russell, Allen, Conn, The Englishman",,,,1837,April,10,1837,October,13,1,Russell 1955,68,Russell,1955,,,,,
Bison,observed animal,,Less than 10,1,,0,,0,1831,,,,"Ferris, Warren Angus",wafe,"1831, 1832, 1833, 1834, 1835",First Hand,continental,,trapper,Non to Official,M,towards junction of Henry's Fork and Snake River,area around Idaho Falls and Rexburg,Warren Angus Ferris,,,,1831,May,0,1831,,0,0,Ferris 1940,71,"Ferris, Warren Angus",1940,,,,,
Bison,observed animal,,Less than 10,1,,0,,0,1870,summer,,0,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,near Lower Falls,,"Henry Washburn, Captain Gustavus Doane, Truman Everts, Private Williamson, Private Moore, Nathaniel P. Langford, Samuel Hauser, B. Stickney, Jr, Cornelius Hedges, Bean, Reynolds, Jake Smith, Warren Gillette, Walter Trumbull",19,,"40 horses, one dog; Yellowstone Rr toYellowstone Lake to W Thumb to Old Faithful and out Madison",1870,August,25,1870,October,20,1,Langford 1870,81,"Langford, Nathaniel P.",1870,,,,,
