Sighting Animal,Sighting Evidence,Sighting Evidence Comment,Sighting Quantity,Sighting Presence,Sighting Evidence of Absence,Sighting Provisions Related,Sighting Evidence of Provision,Sighting Native American Presence,Observation Year,Observation Season,Observation Month,Observation Day,Observer Name,Observer ID,Observer Years,Observer Participation,Observer Point of Origin,Observer Notes,Observer Profession,Observer Official Status,Observer Gender,Observation Location,Observation Comments,Trip Participants,Trip Number Participants,Trip Purpose,Trip Comments,Trip Start Year,Trip Start Month,Trip Start Day,Trip End Year,Trip End Month,Trip End Day,Trip Digital Route Available,Source Document,Source Page,Source Author,Source Date of Publication,Source Title,Source Subtitle,Source Publisher,Source Publisher Location,Source Comments
Badger,assumption,kill,Unknown,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,upper Tom Miner Basin,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,178,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bear,assumption,wild bear hunt,Unknown,1,,0,,0,1873,,,0,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,Crazy Mountains,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,15,"Stanley, Reverend E.J.",1878,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1865,summer,September,3,"Hackney, John S.",joha,"1864, 1865, 1866",First Hand,resident,,prospector,Non to Official,M,Emigrant Gulch area,,"John Hackney, Will Hackney, Stevens, Mela Clark, Mr Ross, Duster Lawrence, George",,prospecting,,1865,January,0,1865,December,0,0,Hackney 1865,21,"Hackney, John S.",1865,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1872,summer,August,10,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,Mud Volcano,,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:7,21,"Blackmore, William",1872,,,,,
Bear,assumption,"stock stampeded, must have been bear",Unknown,1,,0,,0,1871,summer,July,25,"Peale, Albert",alpe,"1871, 1872",First Hand,continental,,scientist,Official,M,,,"Ferdinand Hayden, George Allen, Albert Peale, Bob Bushnel, Jose, Jim, Joe Clark, Carrington, Logan, Lt Doane, Geiselman, Goodfellow, Steve, Smith, W H Jackson, Duncan, Cam, Stevenson, H W Elliott, Robert Adams, Thomas Moran",20,scientific expedition,"plus packers, cooks and stock; Yellowstone River, Yellowstone Lake, Firehole River, around Lake, Pelican Creek, Mirror Plateau, Lamar",1871,July,11,1871,August,27,1,Merrill 2005,31,Merrill,2005,,,,,
Bear,assumption,fear,Unknown,1,,0,,0,1871,summer,,0,"Clawson, Calvin C.",cacl,1871,First Hand,regional,,journalist,Non to Official,M,,,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Clawson 2003,38,"Clawson, Calvin C.",2003,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1871,summer,August,11,"Clawson, Calvin C.",cacl,1871,First Hand,regional,,journalist,Non to Official,M,between Virgina City and Sawtell Ranch in Madison River Valley,,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Clawson 2003,42,"Clawson, Calvin C.",2003,,,,,
Bear,assumption,trapping,Unknown,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Fort Ellis,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,58,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bear,assumption,hunt,Unknown,1,,0,,0,1872,,,0,"Norton, Harry J.",hano,1872,First Hand,regional,,journalist,Non to Official,M,YNP,,"Harry Norton, James Mills, MH Raymond, PA Largey, Hillhouse Raymond, Frank Woodall, Theodore Fletcher",7,,"Madison River, Geyser Basins, Yellowstone Lake, Canyon, Tower, Mammoth Hot Springs",1872,,0,1872,,0,0,Norton 1873,82,"Norton, Harry",1873,,,,,
Bear,assumption,relinquish it to old Bruin,Unknown,1,,0,,0,1873,summer,August,25,"Stanley, Reverend E.J.",ejst,1873,First Hand,regional,Provided his own observations as well as reported comments of Native American,clergy,Non to Official,M,near Mount Washburn,,Rev. Stanley,,,"approached YNP from north, MHS, Tower, Mt Washburn, Canyon, Mary Mtn, geyser basins, Lake, MHS",1873,,0,1873,,0,0,Stanley 1878,82,"Stanley, Reverend E.J.",1878,,,,,
Bear,assumption,almost certain to find slaughtered game,Unknown,1,,0,,0,1872,,,0,"Gibbon, John",jogi,1872,First Hand,continental,,military personnel,Non to Official,M,small meadow in area south of Mount Washburn,,John Gibbon,,,military,1872,,0,1872,,0,0,Gibbon 1994,85,"Gibbon, John",1994,,,American Catholic Quarterly Review,,
Bear,assumption,prowling for meat in camp,Unknown,1,,0,,0,1872,summer,August,3,"Blackmore, William",wibl,1872,First Hand,international,,hunter,Non to Official,M,"near Slough Creek, 15 miles upstream from the mouth of Buffalo Creek",,"Hayden, Savage, Holmes, Bennet, Bottler, Houston, Blackmore, Lowe, Peale, Platt, Brown, Davis, Mounts, Stover, Ticknor, Hamilton, Bingham, Sloane, Smith, Stoner, Gannett, Bean",34,Northern Division of Hayden Survey,Yellowstone NP,1872,July,5,1872,October,5,1,Blackmore 1872:6,99,"Blackmore, William",1872,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1879,,,0,"Pickett, William D.",wipi,"1877, 1879, 1880, 1881",First Hand,continental/resident,,rancher,Non to Official,M,Clark's Fork,,"Pickett, Cochran",,hunting,,1879,,0,1879,,0,0,Pickett 1913,140,"Pickett, William D.",1913,,,,,
Bear,assumption,pursuit of a bear,Unknown,1,,0,,0,1872,summer,August,13,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,Lower Geyser Basin,,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,152,"Langford, Nathaniel P.",1873,,,,,
Bear,assumption,desirous of killing a bear,Unknown,1,,0,,0,1872,summer,August,13,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,Lower Geyser Basin,,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,152,"Langford, Nathaniel P.",1873,,,,,
Bear,assumption,fearful of bears,Unknown,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,Bottler's Ranch,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,170,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bear,assumption,kill,Unknown,1,,0,,0,1874,,,0,"Dunraven, Earl of",wtwq,1874,First Hand,international,"Listed under ""Dunraven"" in accordance with common usage; full name was Windham Thomas Wyndham to Quin.",hunter,Non to Official,M,upper Tom Miner Basin,,"Dunraven, Omohondo, Fred Bottler, Campbell, Kingsley, Wynne, Bromley",7,hunting,,1874,,0,1874,,0,0,Dunraven 1876,178,"Dunraven, Earl of (Windham Thomas Wyndam to Quin",1876,,,,,"pgs cont'd: 336 to 8,340 to 1,343 to 9,351,353 to 8,361 to 2,364 to 70,73"
Bear,assumption,hoped to find bear at carcass,Unknown,1,,0,,0,1881,summer,September,10,"Leckler, H. Banard",hble,1881,First Hand,continental,,tourist,Non to Official,M,Upper Geyser Basin area,,"Leckler, Mrs Leckler, Ellis, Mrs Ellis, Bill Cromwell, Bob Pratt, Reis, George Graham",7,,"entered from west, geyser basins, Mary Mtn to Canyon, Washbun, MHS, left north",1881,August,21,1881,September,27,0,Leckler 1884j,237,"Leckler, H. Banard",1881,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1849,winter,,0,"Hamilton, William",wiha,"1839, 1842, 1849",First Hand,regional,,trapper,Non to Official,M,South Fork of Shoshone River,,William Hamilton,7,,,1849,February,0,1849,March,0,0,Hamilton 1910,244,Hamilton,1910,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1849,winter,March,4,"Hamilton, William",wiha,"1839, 1842, 1849",First Hand,regional,,trapper,Non to Official,M,"""Dunwiddy Lake""",,William Hamilton,7,,,1849,February,0,1849,March,0,0,Hamilton 1910,249,Hamilton,1910,,,,,
Bear,assumption,good hunting,Unknown,1,,0,,0,1849,winter,March,4,"Hamilton, William",wiha,"1839, 1842, 1849",First Hand,regional,,trapper,Non to Official,M,"""Dunwiddy Lake""",,William Hamilton,7,,,1849,February,0,1849,March,0,0,Hamilton 1910,250,Hamilton,1910,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1872,summer,September,25,"Hamp, Sidford",siha,1872,First Hand,international,,travel support,Official,M,dropped into Rock Creek drainage,from Gallatin River,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Hamp 1942,292,"Hamp, Sidford",1942,,,,,
Bear,assumption,hunt for bear,Unknown,1,,0,,0,1876,summer,August,24,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,"up Yamp Creek to divide, down Serviceberry Creek to camp",,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1876,summer,August,30,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,up Serviceberry Creek to head,,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Bear,assumption,"hunt, baited trap for bear",Unknown,1,,0,,0,1876,summer,September,23,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,possibly mouth of South Fork of Teton River,"Richard ""Beaver Dick"" Leigh, Dick Jr",,lives and traps out of Pierre's Hole,,1876,January,1,1876,October,14,0,Leigh 1956,1 to 9,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1877,summer,September,0,"Allen, William A.",wial,"1877, 1878",First Hand,resident,,scientist,Non to Official,M,Middle Boulder,,"Allen, Dunn",2,,,1877,September,0,1877,September,0,0,Allen 1903,117 to 118,"Allen, William A.",1903,,,,,
Bear,assumption,hunting,Unknown,1,,0,,0,1881,summer,,0,"Pickett, William D.",wipi,"1877, 1879, 1880, 1881",First Hand,continental/resident,,rancher,Non to Official,M,summit of mountains to south,,"Pickett, Hofer, Corey",,hunting,"Bighorn Basin, Clark's Fork, Greybull",1881,May,5,1881,October,30,0,Pickett 1913,201 to 202,"Pickett, William D.",1913,,,,,
Bear,assumption,anxious to kill,Unknown,1,,0,,0,1877,summer,,0,"Bean, John B.",jobe,"1870, 1872, 1873, 1874, 1875, 1876,  1877, 1879",First Hand,resident,,hunter,Non to Official,M,Tower Creek,,"Pickett, Bean",,hunting,,1877,August,27,1877,September,21,0,Bean 1910,26 to 8,"Bean, John B.",1910,,,,,
Bear,assumption,watching for bear,Unknown,1,,0,,0,1864,,,0,"Vaughn, Robert",rova,1864,First Hand,regional,,prospector,Non to Official,M,Gallatin Range north of present YNP and south of present Emigrant,no more than a few miles northwest of present YNP,"Robert Vaughn, James Gibb, Jack Williams, Charles Howard, Wilson",5,prospecting,from Alder Gulch to Emigrant Gulch,1864,,0,1864,,0,0,Vaughn 1900,35 to 36,"Vaughn, Robert",1900,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1871,summer,,0,"Clawson, Calvin C.",cacl,1871,First Hand,regional,,journalist,Non to Official,M,"Bear Creek, tributary of Madison",maybe not far downstream from present Quake Lake,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Clawson 2003,43 to 45,"Clawson, Calvin C.",2003,,,,,
Bear,assumption,two,Unknown,1,,0,,0,1871,summer,,0,"Clawson, Calvin C.",cacl,1871,First Hand,regional,,journalist,Non to Official,M,"Bear Creek, tributary of Madison",maybe not far downstream from present Quake Lake,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Clawson 2003,43 to 45,"Clawson, Calvin C.",2003,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1842,,,,"Hamilton, William",wiha,"1839, 1842, 1849",First Hand,regional,,trapper,Non to Official,M,West Fork of Green River,,William Hamilton,,,,1842,,0,1842,,0,0,Hamilton 1960,58 to 59,"Hamilton, William",1960,,,,,
Bear,assumption,not hunting,Unknown,1,,0,,0,1871,summer,,0,"Raymond, Rossiter W.",rora,1871,First Hand,continental,,civilian official,Non to Official,M,Bear Creek,location uncertain,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Raymond 1872c,,"Raymond, Rossiter W.",1872,,,,,The New North to West article
Bear,assumption,rustling in bushes,Unknown,1,,0,,0,1871,summer,,0,"Raymond, Rossiter W.",rora,1871,First Hand,continental,,civilian official,Non to Official,M,Bear Creek,location uncertain,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Raymond 1872c,,"Raymond, Rossiter W.",1872,,,,,The New North to West article
Bear,assumption,must have been large,Unknown,1,,0,,0,1871,summer,,0,"Raymond, Rossiter W.",rora,1871,First Hand,continental,,civilian official,Non to Official,M,Bear Creek,location uncertain,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Raymond 1872c,,"Raymond, Rossiter W.",1872,,,,,The New North to West article
Bear,assumption,escaped,Unknown,1,,0,,0,1871,summer,,0,"Raymond, Rossiter W.",rora,1871,First Hand,continental,,civilian official,Non to Official,M,Bear Creek,location uncertain,"Rossiter W. Raymond, Calvin C. Clawson, AF Thrasher, Eiler, JD Daugherty, Gilman Sawtell",6,tourists,"Virgina City, Madison River, Henry's Lake, Lower Geyser Basin, Yellowstone Lake, West Thumb, Grand Canyon, out west side of present YNP",1871,,0,1871,,0,0,Raymond 1872c,,"Raymond, Rossiter W.",1872,,,,,The New North to West article
Bear,assumption,armed for them,Unknown,1,,0,,0,1871,spring,,0,"Calfee, Henry Bird",hbca,1871,First Hand,regional,,artist,Non to Official,M,,,"Henry Bird Calfee, Macon Josey",2,,,1871,,0,1871,,0,0,Calfee 1899a,,"Calfee, Henry Bird",1899,,,,,
Bear,assumption,big bear trap,Unknown,1,,0,,0,1880,spring,June,21,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,YNP,,"Norris, Yount",,superintendent,,1880,June,0,1880,November,0,0,Norris 1880b,,"Norris, Philetus W.",1880,,,,,
Bear,assumption,will prepare to hunt,Unknown,1,,0,,0,1875,spring,April,19,"Wheeler, S.V.",svwh,1875,First Hand,resident,,hunter,Non to Official,M,Bozeman,,S.V. Wheeler,,hide to hunting,,1875,,0,1875,,0,0,Wheeler 1875,,"Wheeler, S.V.",1875,,,,,
Bear,assumption,bear hunt,Unknown,1,,0,,0,1877,fall,October,11,Unknown Observer 044,u044,1877,Unknown,,,unknown,,,,,"Pickett, hunter",2,bear hunt,,1877,October,0,1877,,0,0,Avant Courier 1877,,,1877,,,,,
Bear,assumption,"hunt, obtain supply of meat",Unknown,1,,0,,0,1878,fall,November,4,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,area north of YNP,"Gallatin Mountain Range, Paradise Valley","Norris, Bottler, Bush",,"hunting, superintendent",,1878,October,0,1878,November,0,0,Norris n.d.,,"Norris, Philetus W.",,,,,,
Bear,assumption,expected a bear fight,Unknown,1,,0,,0,1878,fall,October,9,"Norris, Philetus W.",phno,"1870, 1875, 1877, 1878, 1879, 1880, 1881",First Hand,continental/resident,,civilian official,Official,M,area north of YNP,"Gallatin Mountain Range, Paradise Valley","Norris, Bottler, Bush",,"hunting, superintendent",,1878,October,0,1878,November,0,0,Norris n.d.,,"Norris, Philetus W.",,,,,,
Bear,assumption,hunting,Unknown,1,,0,,0,1878,summer,July,22,Unknown Observer 050,u050,1878,Unknown,,,unknown,,,Mystic Lake,,"Smith, Switzler, Vater, Lockey",,fishing,,1878,July,0,1878,July,0,0,Avant Courier 1878,,,1878,,,,,
Bear,assumption,hunt,Unknown,1,,0,,0,1879,,,0,"Cochran, Joseph",joco,1879,Second Hand,resident,,travel support,Non to Official,M,Old Faithful Geyser,,"Pickett, Cochran",,hunting,,1879,,0,1879,,0,0,Billings Gazette 1931,,"Cochran, Joseph",1931,,,,,
Bear,assumption,area probably inhabitated by bears,Unknown,1,,0,,0,1881,summer,August,22,"Cummings, Lt. Joseph Franklin",jocu,1881,First Hand,regional,,military personnel,Official,M,"moved 21 miles to ""Ishawooa River"" on Stinking Water",,"John Hoyt, Maj Mason, Lt Cummings, Watkins, Weesaw, Washington, Danny, Casey, Fisher, Madden",17,survey routes into park from WY,"5 enlisted men, 2 packers, 2 guides, arranged by Sheridan, Wind, Two Ocean, Upper Yellowstone, Jones Pass",1881,July,23,1881,August,27,0,Cummings 1881,,"Cummings, Lt. Joseph Franklin",1881,,,,,
Beaver,assumption,traps to catch,Unknown,1,,0,,0,1875,spring,May,29,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,"left home, traveled 20 miles, camped on elbow of Moody Creek",,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1875,spring,May,31,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,3,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,looking for beaver sign,Unknown,1,,0,,0,1875,summer,July,31,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,"Teton River, near elbow",,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,10,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,looking for beaver sign,Unknown,1,,0,,0,1875,summer,August,10,"Leigh, Richard ""Beaver Dick""",rile,"1875, 1876, 1878",First Hand,resident,,trapper,Non to Official,M,crossed both Teton branches,,"Richard ""Beaver Dick"" Leigh, Dick Jr, Tom Lavering",,lives and traps out of Pierre's Hole,,1875,May,2,1875,November,10,0,Leigh 1956,10,"Leigh, Richard ""Beaver Dick""",1956,,,,,
Beaver,assumption,traps purchased,Unknown,1,,0,,1,1865,spring,May,25,"Hackney, John S.",joha,"1864, 1865, 1866",First Hand,resident,,prospector,Non to Official,M,Yellowstone City,,"John Hackney, Will Hackney, Stevens, Mela Clark, Mr Ross, Duster Lawrence, George",,prospecting,,1865,January,0,1865,December,0,0,Hackney 1865,12,"Hackney, John S.",1865,,,,,
Beaver,assumption,trapping,Unknown,1,,0,,0,1835,summer,August,0,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,Gardner's Hole,,Osborne Russell,,,,1835,May,1,1835,October,3,1,Russell 1955,28,Russell,1955,,,,,
Beaver,assumption,trap for beaver,Unknown,1,,0,,1,1873,summer,September,5,"Jones, Captain W.A.",wajo,1873,First Hand,continental,,military personnel,Official,M,route along upper Yellowstone to Camp Brown,,"Capt WA Jones, Narkok, Capt Noyles, Lt Hall, Comstock, Creary, LeHardy, Lt Young, Heizmann",20,scientific discovery,"20+military escort, packers & scouts, ""Reconnaissance of Northwestern Wyoming"" southeast GYE, Jones Pass, FB, Canyon, Mirror, Tower Fall, Washburn, geyser basins, Lake, Thorofare",1873,July,17,1873,September,5,1,Jones 1875,41,"Jones, Captain W.A.",1875,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1836,summer,September,1,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,mouth of Sheilds River,,"Osborne Russell, Bridger",,,,1836,July,0,1836,September,0,1,Russell 1955,47,Russell,1955,,,,,
Beaver,assumption,trap,Unknown,1,,0,,0,1836,summer,,0,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,Rosebud,,"Osborne Russell, Bridger",,,,1836,July,0,1836,September,0,1,Russell 1955,50,Russell,1955,,,,,
Beaver,assumption,could not set traps,Unknown,1,,0,,0,1837,spring,April,11,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,up Rock Creek 20 miles,,"Osborne Russell, Allen, Conn, The Englishman",,,,1837,April,10,1837,October,13,1,Russell 1955,56,Russell,1955,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1837,summer,August,9,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,head of Eagle Creek,,"Osborne Russell, Allen, Conn, The Englishman",,,,1837,April,10,1837,October,13,1,Russell 1955,65,Russell,1955,,,,,
Beaver,assumption,hunt,Unknown,1,,0,,0,1839,winter,January,30,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,,same camp,"Osborne Russell, White, the Canadian",,,,1839,January,1,1839,September,5,1,Russell 1955,95,Russell,1955,,,,,
Beaver,assumption,traps,Unknown,1,,0,,0,1839,spring,April,0,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,north of the headwaters of Gray's Creek,,"Osborne Russell, White, the Canadian",,,,1839,January,1,1839,September,5,1,Russell 1955,96,Russell,1955,,,,,
Beaver,assumption,traps,Unknown,1,,0,,0,1839,summer,July,10,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,vicinity of Old Faithful Geyser,,"Osborne Russell, White, the Canadian",,,,1839,January,1,1839,September,5,1,Russell 1955,99,Russell,1955,,,,,
Beaver,assumption,trap,Unknown,1,,0,,0,1839,summer,July,17,"Russell, Osborne",osru,"1835, 1836, 1837, 1838, 1839",First Hand,continental,,trapper,Non to Official,M,outlet of Yellowstone Lake,,"Osborne Russell, White, the Canadian",,,,1839,January,1,1839,September,5,1,Russell 1955,100,Russell,1955,,,,,
Beaver,assumption,set out trap,Unknown,1,,0,,0,1812,summer,September,20,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,camp near mouth of McCoy Creek,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,135,Stuart,1935,,,,,
Beaver,assumption,traps,Unknown,1,,0,,0,1872,summer,,0,"Langford, Nathaniel P.",npla,"1870, 1872",First Hand,regional,,businessman,Official,M,"northern part of Teton Basin, north of Conant Creek",,"Langford, Stevenson, Leigh, Bechler, Medary, Adams, Sibley, Bradley, Carrington, Brown, Hamp, Bottler, Sloane, Bean, Jackson, Merriam",30,Southern Division of Hayden Survey,"Teton Range, southern YNP",1872,July,0,1872,October,0,1,Langford 1873b,148,"Langford, Nathaniel P.",1873,,,,,
Beaver,assumption,quest for sign,Unknown,1,,0,,0,1812,fall,October,12,"Stuart, Robert",rost,1812,First Hand,continental,,trapper,Non to Official,M,followed Green River,,"Robert Stuart, Jones, McClellan, Crooks,Valle, Leclairc",6,,St. Louis to mouth of Columbianumber in party varied between 5 & 11,1812,September,15,1812,October,21,0,Stuart 1935,155,Stuart,1935,,,,,
Beaver,assumption,hunting,Unknown,1,,0,,0,1833,,,,"Ferris, Warren Angus",wafe,"1831, 1832, 1833, 1834, 1835",First Hand,continental,,trapper,Non to Official,M,small branch of Henry's Fork,,Warren Angus Ferris,,,,1833,May,0,1833,November,0,0,Ferris 1940,180,"Ferris, Warren Angus",1940,,,,,
Beaver,assumption,thought fisher was beaver,Unknown,1,,0,,0,1881,summer,September,9,"Leckler, H. Banard",hble,1881,First Hand,continental,,tourist,Non to Official,M,Upper Geyser Basin area,,"Leckler, Mrs Leckler, Ellis, Mrs Ellis, Bill Cromwell, Bob Pratt, Reis, George Graham",7,,"entered from west, geyser basins, Mary Mtn to Canyon, Washbun, MHS, left north",1881,August,21,1881,September,27,0,Leckler 1884i,214,"Leckler, H. Banard",1881,,,,,
